37.4559	126.4594	85
37.4443	126.4699	230
37.4355	126.4811	390
37.4267	126.4969	466
37.4171	126.5135	504
37.3979	126.5457	710
37.3799	126.5730	877
37.3639	126.5883	106
37.3453	126.5968	1235
37.3104	126.6116	1547
37.2871	126.6215	173
37.2677	126.6218	1883
37.2381	126.5998	2142
37.2092	126.5741	2439
37.1768	126.5455	2751
37.1535	126.5239	2965
37.1413	126.5031	3087
37.1363	126.4753	314
37.1362	126.4250	3255
37.1357	126.3675	3369
37.1352	126.3090	3544
37.1347	126.2474	3796
37.1342	126.1852	4093
37.1336	126.1236	433
37.1350	126.0851	4482
37.1418	126.0463	4627
37.1631	125.9638	4932
37.1790	125.9015	5145
37.1955	125.8368	5367
37.2060	125.7993	5473
37.2261	125.7382	5679
37.2478	125.6746	5877
37.2701	125.6091	6106
37.2915	125.5459	632
37.3140	125.4796	6533
37.3362	125.4139	6739
37.3583	125.3484	6938
37.3799	125.2837	7121
37.3928	125.2306	7281
37.3962	125.1870	7342
37.3947	125.1082	7502
37.3935	125.0369	7662
37.3922	124.9642	7807
37.3908	124.8871	7815
37.3893	124.8125	7823
37.3878	124.7409	7823
37.3862	124.6686	7823
37.3846	124.5958	7824
37.3830	124.5221	7824
37.3816	124.4656	7816
37.3710	124.4059	7809
37.3367	124.3308	7824
37.3060	124.2692	7825
37.2747	124.2070	7825
37.2438	124.1455	7817
37.2121	124.0848	7825
37.1802	124.0251	7818
37.1422	123.9527	781
37.1033	123.8770	7825
37.0683	123.8092	7826
37.0329	123.7408	7826
36.9927	123.6634	7811
36.9519	123.5848	7811
36.9022	123.4894	7826
36.8590	123.4067	7819
36.8448	123.3662	7819
36.8427	123.3129	7819
36.8630	123.2234	7827
36.8800	123.1531	7972
37.2245	122.0699	9858
37.2457	121.9888	10056
37.2664	121.9091	10323
37.3028	121.7663	10339
37.3223	121.6902	10347
37.3421	121.6130	10339
37.3612	121.5376	10347
37.4001	121.3838	1034
37.4192	121.3079	1034
37.4384	121.2314	10348
37.4707	121.1190	10341
37.5192	120.9663	10342
37.5423	120.8934	10349
37.5742	120.7927	10342
37.5986	120.7165	10342
37.6242	120.6388	10335
37.6497	120.5635	10335
37.6889	120.4711	10343
37.7201	120.4027	10336
37.7581	120.3190	10344
37.7980	120.2312	10329
37.8319	120.1559	10329
37.8887	120.0302	10337
37.9196	119.9617	1033
37.9513	119.8909	10338
37.9821	119.8222	10338
38.0239	119.7287	10323
38.0533	119.6626	10339
38.0884	119.5837	10332
38.1251	119.4895	10324
38.1489	119.4162	10324
38.1732	119.3422	10325
38.1968	119.2693	10333
38.2234	119.1873	10325
38.2464	119.1160	10326
38.2919	118.9744	10326
38.3158	118.9000	10327
38.3494	118.7947	10319
38.3841	118.6857	10335
38.4121	118.5982	10335
38.4488	118.4830	10328
38.4725	118.4081	10328
38.4960	118.3337	10329
38.5419	118.1877	10329
38.5658	118.1112	1033
38.5872	118.0494	1033
38.6233	117.9867	1033
38.6835	117.9070	10323
38.7268	117.8493	10331
38.7829	117.7743	10331
38.8435	117.6933	10316
38.8867	117.6356	10324
38.9627	117.5332	10325
39.0304	117.4421	10325
39.0746	117.3682	10325
39.0959	117.2518	10318
39.1096	117.1469	10318
39.1186	117.0848	10326
39.1334	117.0440	10326
39.1548	117.0123	10311
39.1990	116.9799	10319
39.2982	116.9576	10319
39.3770	116.9415	10311
39.4398	116.9287	10319
39.5026	116.9159	10311
39.5654	116.9029	10311
39.6266	116.8902	10318
39.6915	116.8769	10318
39.7572	116.8632	1031
39.8264	116.8491	10318
39.8965	116.8352	10303
39.9652	116.8215	10295
40.0480	116.8050	10303
40.1167	116.7912	10303
40.1858	116.7774	1031
40.2653	116.7615	1031
40.3312	116.7455	1031
40.3916	116.7234	10303
40.4634	116.6944	1031
40.5363	116.6648	10303
40.6151	116.6327	10287
40.7123	116.5934	10295
40.7725	116.5716	10287
40.8484	116.5602	10295
40.9123	116.5541	10287
40.9778	116.5481	10295
41.0401	116.5423	10287
41.1054	116.5361	10279
41.1882	116.5283	10279
41.2559	116.5090	10279
41.3616	116.4291	10287
41.4148	116.3871	10279
41.4742	116.3400	10279
41.5264	116.2984	10279
41.6130	116.2294	1028
41.7208	116.1432	10287
41.7894	116.0883	1028
41.9909	115.9223	10273
42.0509	115.8667	10281
42.1120	115.8101	10281
42.1909	115.7367	10281
		
50.3093	106.4633	10697
50.3607	106.3718	10697
50.4065	106.2879	10667
50.4548	106.1990	10973
50.4939	106.1267	10674
50.5177	106.0684	10675
50.5302	106.0160	10667
50.5486	105.8960	10973
50.5624	105.8037	10675
50.5765	105.7108	10667
50.5910	105.6133	10675
50.6076	105.5003	10683
50.6210	105.4101	10676
50.6386	105.2893	10683
50.6525	105.1940	10676
50.6678	105.0874	10684
50.6823	104.9858	10684
50.6954	104.8931	10684
50.7096	104.7934	10676
50.7231	104.6976	10714
50.7362	104.6042	10866
50.7492	104.5103	11019
50.7621	104.4161	11126
50.7749	104.3220	1127
50.7881	104.2250	11293
50.8050	104.1009	11308
50.8195	104.0375	11293
50.8393	103.9881	11301
50.8950	103.8790	11301
50.9324	103.8053	11293
50.9763	103.7186	113
51.0131	103.6455	11293
51.0501	103.5718	113
51.1074	103.4579	11308
51.1482	103.3765	11308
51.2002	103.2723	11308
51.2374	103.1978	113
51.2751	103.1217	11293
51.3340	103.0031	11293
51.3749	102.9200	11293
51.4116	102.8448	113
51.4540	102.7582	113
51.4909	102.6826	11293
51.5369	102.5881	11293
51.5738	102.5122	113
51.6110	102.4353	113
51.6466	102.3616	11293
51.6840	102.2834	11308
51.7206	102.2069	11301
51.7634	102.1175	11301
51.8009	102.0390	11301
51.8398	101.9568	11278
51.8863	101.8585	11308
51.9444	101.7353	11301
51.9802	101.6588	11308
52.0303	101.5513	11301
52.0731	101.4600	11308
52.1102	101.3803	11293
52.1781	101.2336	11316
52.2428	101.0930	11301
52.2792	101.0132	11293
52.3153	100.9339	11301
52.3695	100.8151	11301
52.4086	100.7290	11293
52.4680	100.5970	11301
52.5044	100.5159	11293
52.5405	100.4353	11293
52.5966	100.3099	11316
52.6322	100.2300	11316
52.6944	100.0892	11301
52.7299	100.0082	11301
52.7879	99.8759	11301
52.8264	99.7880	11308
52.8652	99.6990	11316
52.9123	99.5904	11301
52.9503	99.5023	11301
52.9871	99.4158	113
53.3974	98.4434	11285
53.4389	98.3423	11293
53.4800	98.2419	11346
53.5148	98.1569	11392
53.5556	98.0571	11437
53.6247	97.8869	11628
53.6643	97.7888	11711
53.7121	97.6698	11734
53.7467	97.5834	11826
53.8092	97.4267	11909
53.8428	97.3414	11917
53.8887	97.2250	11917
53.9224	97.1398	11917
53.9564	97.0527	11916
54.0048	96.9287	11909
54.1560	96.5371	11909
54.1909	96.4460	11901
54.2527	96.2823	11909
54.2935	96.1595	11909
54.3219	96.0707	11909
54.3530	95.9720	11909
54.3933	95.8454	11902
54.4227	95.7515	11902
54.4515	95.6591	11902
54.4916	95.5299	11902
54.5204	95.4371	11909
54.5487	95.3457	11895
54.5769	95.2541	11902
54.6060	95.1594	11902
54.6342	95.0669	11895
54.6650	94.9649	12192
54.7043	94.8357	12184
54.7505	94.6820	12192
54.7784	94.5887	12192
54.8149	94.4659	12184
54.8424	94.3727	12184
54.8704	94.2780	12192
54.8978	94.1846	12184
54.9254	94.0907	12192
54.9537	93.9939	12184
54.9814	93.8988	12184
55.0091	93.8028	12192
55.0361	93.7086	12192
55.0736	93.5779	12192
55.1003	93.4843	12184
55.1273	93.3896	12184
55.1540	93.2960	12184
55.1813	93.1993	12192
55.2110	93.0933	12184
55.2373	92.9989	12184
55.2635	92.9040	12192
55.2996	92.7738	12184
55.3255	92.6798	12184
55.3514	92.5850	12192
55.3843	92.4651	12184
55.4149	92.3572	12184
55.4441	92.2549	12184
55.4842	92.1136	12184
55.5147	92.0047	12192
55.5417	91.9083	12192
